"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value"
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2000",6.6400611223
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2001",-5.962310758
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2002",6.4302786205
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2003",5.608255120
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2004",9.6443225679
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2005",9.0098532996
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2006",7.1097034322
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.0304575894
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.8452514518
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.7044658988
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2010",8.4873721259
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2011",11.113495580
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2012",4.7899402742
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2013",8.491309301
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2014",5.1666907195
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2015",6.085886619
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.1838315506
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2017",7.4708668818
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.8267761193
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.31221996515
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2020",3.0422810394
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.1940776260
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1980",-2.0313677876
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.7877438362
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.9948912298
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1983",4.2218563471
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1984",2.2691051529
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.147415007
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1986",3.1503405855
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1987",5.392738310
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1988",5.7324136341
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1989",2.5776027635
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1990",0.73375549481
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1991",-1.1031216266
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.40108205280
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.4898309557
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.8460091730
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.5313480506
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.4915409918
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.854841761
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.6448641556
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.4282331107
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.4373434756
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.9743090365
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.3244908030
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.2863248133
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.3739601471
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.1798000132
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.788274769
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.4306177109
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.28109940367
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.2478311140
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.9495835271
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.5402064335
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.4789811870
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.1395416621
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.6075295493
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.3553139634
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.9182601944
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.8920779883
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.3856742509
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.2438596467
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.0023965909
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.2147512850
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1980",-0.25675562009
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1981",2.5377261881
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1982",-1.8028779950
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1983",4.5839236423
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1984",7.2366272738
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.1696525418
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1986",3.462645423
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.4595788445
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.1770551956
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.6726475600
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.8859603221
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1991",-0.10826177455
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.5224425882
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.7528521421
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.0288313247
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.6842847816
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.772503848
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.4472209758
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.4814052878
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.7532380655
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.1274779838
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2001",0.99834654464
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.7416971022
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.861203250
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.798898468
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.5132084685
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.8549723399
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2007",1.8761763783
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.1365798010
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.5367585861
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.5637681599
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.5508338534
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.2495473950
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.8420810140
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.5259710005
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.9080203537
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.6378393892
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.3697995978
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.9273269506
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.3186071520
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.9981517649
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.9835784872
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.2000000000
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.3985784468
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","1998",0.34459546273
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","1999",0.46784965068
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.3836357778
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.3821864949
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.0525250597
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.1386786060
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.7573989303
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.1917989492
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.9553571268
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2007",6.0637355864
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2008",5.0951475033
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2009",-0.11916857092
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2010",7.5449198558
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.9862815207
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.9276448778
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.0073979425
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.50550442945
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2015",-3.550832643
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2016",-3.3127601499
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.056025569
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.1143393812
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.83411620826
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.6667970817
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.8267755981
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1987",6.5942737390
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1988",7.3112845782
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1989",10.560233611
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.6975787918
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1991",7.9699005508
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1992",12.278023511
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1993",6.9862640598
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.7081190924
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1995",10.627577207
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1996",7.4135062370
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1997",7.35498391
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.4601924827
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1999",-0.51705090957
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.3461568962
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.3105704249
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.1033268294
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2003",4.1053688753
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2004",7.1797871446
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2005",5.7915676021
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.3180738272
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2007",4.9166086827
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2008",3.4864392885
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-1.5623218559
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.8880758803
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2011",6.0341512987
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2012",5.4172924015
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2013",4.0747455690
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.7439109467
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.2636090057
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.6059108239
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.4727812734
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.0455648249
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.2470070843
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.3624712023
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.5398100126
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1993",13.8872
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1994",13.0355
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1995",10.9499
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1996",9.9240326199
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1997",9.2393641499
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1998",7.8480756300
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1999",7.6625065900
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2000",8.4909565899
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2001",8.3348042500
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2002",9.1348
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2003",10.0420
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2004",10.117196910
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2005",11.3979
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2006",12.7159
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2007",14.2294
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2008",9.6509849300
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2009",9.3960824400
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2010",10.6392
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2011",9.5999999999
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2012",7.8575508299
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2013",7.7553
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2014",7.3094917900
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2015",
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2016",6.6999999999
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2017",6.7999999999
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2018",6.6000000000
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2019",6.1630111136
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2020",5.7254491228
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","2021",5.5000000000
"EST","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.8244117417
"EST","REALGDPFORECAST","TOT","AGRWTH","A","1997",13.054580032
"EST","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.5850855228
"EST","REALGDPFORECAST","TOT","AGRWTH","A","1999",-0.5128999150
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2000",9.7575011438
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2001",6.0491153175
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2002",7.0149841268
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2003",7.6688194369
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2004",6.5507336555
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2005",9.3181241925
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2006",9.8336658008
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2007",7.1850372963
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2008",-4.5540458178
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2009",-14.068915049
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.3411794192
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2011",7.2583099149
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.1760810889
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.2589106825
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.7452250379
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.2445140056
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.6961047381
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2017",5.5624399294
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.7722625806
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.1793592049
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.1540532142
"EST","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.2086110982
"IND","REALGDPFORECAST","TOT","AGRWTH","A","1996",8.0423077263
"IND","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.0497886120
"IND","REALGDPFORECAST","TOT","AGRWTH","A","1998",6.1844112757
"IND","REALGDPFORECAST","TOT","AGRWTH","A","1999",8.4631114333
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.9750232355
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2001",4.9442365791
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.9075395107
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2003",7.9439844625
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2004",7.8488045254
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2005",7.9234286673
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2006",8.0607288996
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2007",7.660824157
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2008",3.0866993740
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2009",7.8618823715
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2010",8.4975868759
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2011",5.2195371285
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2012",5.4782136684
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2013",6.3861064009
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2014",7.4102276051
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2015",7.9962537856
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2016",8.1695265054
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2017",7.1678888608
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2018",6.8113693261
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2019",5.7599306520
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2020",6.2039595893
"IND","REALGDPFORECAST","TOT","AGRWTH","A","2021",6.3908947161
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","1996",7.8179924641
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.6999041560
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","1998",-13.126748573
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","1999",0.79115286145
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.920041386
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.6434664474
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2002",4.4994753981
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2003",4.7803691216
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.030873951
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2005",5.6925712914
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.5009517855
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2007",6.3450222503
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2008",6.0137025026
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2009",4.7017685170
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2010",6.3776256856
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2011",6.1697842077
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2012",6.0300506530
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2013",5.5572636889
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2014",5.0066684257
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.8763223002
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2016",5.0330691828
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2017",5.0674063655
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2018",5.1712703283
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2019",5.0402648941
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2020",5.0077977346
"IDN","REALGDPFORECAST","TOT","AGRWTH","A","2021",5.0520673395
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","1996",5.0145405619
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.070209884
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.2095160452
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.6477067037
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2000",8.9626663940
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2001",-0.10080250350
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2002",-0.16205377326
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.0918391412
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.8578837777
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2005",4.135393518
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.6021598218
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2007",6.0939881866
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2008",3.4366594910
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2009",1.0287981157
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.3275576328
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2011",5.0170170089
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.1046996767
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2013",4.2395287744
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.9826502246
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.1769659711
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.9819364146
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.5678910432
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2018",3.5480088484
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.0529830419
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.9067227257
"ISR","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.8910797159
"RUS","REALGDPFORECAST","TOT","AGRWTH","A","2015",-2.3077068938
"RUS","REALGDPFORECAST","TOT","AGRWTH","A","2016",0.32928065418
"RUS","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.6301857366
"RUS","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.2548043495
"RUS","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.084572875
"RUS","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.5698583026
"RUS","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.3680284590
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.2030021519
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.0497942112
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.2793684607
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","1999",5.3326666035
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.6723692673
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.2165607
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.5055995481
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.9602601827
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.3591930749
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.7979703814
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.7463971950
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2007",6.9801623126
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2008",3.5098412974
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2009",-7.548438754
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.3437484874
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2011",0.86132910884
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2012",-2.6394387090
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2013",-1.0292840452
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.7681581118
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.2100817157
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.1216996260
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.8333829719
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.1182177559
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.0975858756
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.9815998659
"SVN","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.1303064060
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1980",6.6206017670
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1981",5.3607733903
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1982",-0.38339573199
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1983",-1.8465474608
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1984",5.0991243049
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1985",-1.2115277561
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1986",0.017866391203
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1987",2.1007249258
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.2001030189
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1989",2.3947831567
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1990",-0.31775826856
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1991",-1.0182566057
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1992",-2.1370344012
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.2335485130
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.2341064684
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.1156704911
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.3066962938
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.6468209888
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1998",0.5173687117
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.3581216788
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.1545591803
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.7354603390
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.6678286844
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.9490741891
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.5545427200
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2005",5.2771171395
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.603678218
