"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value"
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2020",0.44322107300
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2021",0.92576685951
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.8874506426
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.5793713549
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.9000999314
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.9799676481
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.0358352289
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2001",4.1894013859
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.9589238822
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2003",5.7964122893
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.8359506373
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2005",0.76579989970
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.5797657332
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.1759539439
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.25158112404
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.3057020203
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2010",-5.4336122295
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2011",-9.1918494837
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2012",-7.3150875922
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2013",-3.1892380243
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.76663296047
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2015",-0.48873969147
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2016",-0.26122567770
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.4409095221
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.91554464
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.7979936371
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.1344964413
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.9986405556
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1992",-3.0641803451
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.57610851728
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.9471545567
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1995",1.4895254754
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1996",-0.0039792007746
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.2225256351
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.8486030883
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.954139243
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.6334079976
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2001",4.1639105910
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2002",4.7353983113
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.9810425585
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.6128549433
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2005",4.3410947422
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.2080887026
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2007",0.28450304332
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.85720815675
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2009",-6.6613279532
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2010",0.6055203146
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.8294497829
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2012",-1.358093350
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.0497527950
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2014",4.0917837337
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.7897165925
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.1022999467
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.5454139822
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2018",5.1347882338
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2019",4.7686165925
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2020",3.3279965186
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.0777642867
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1980",5.7479207102
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.2650071037
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1982",2.1545662418
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1983",-2.1511617012
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.1291182280
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.2928413871
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1986",6.2705419599
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1987",8.5459397512
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1988",-0.089726032042
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1989",0.25843985424
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.1693703316
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1991",-0.2235255109
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1992",-3.3738941434
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.3134494656
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.6088579345
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1995",0.11658370618
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.5731637992
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.7604761094
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1998",7.0955605453
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.0430500784
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.8915936675
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.8988106950
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.68117099348
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.2681369714
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2004",8.0422048077
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2005",6.3300017283
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.2488203371
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2007",9.3653223554
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.9919808219
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-6.7772150540
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2010",-3.4358755983
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.8816203226
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.296437590
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2013",4.1338511018
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.082623151
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.7489849924
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2016",6.6270366389
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.4037422555
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.8209821980
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.790530579
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.6455340498
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.5773176450
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.9296395375
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.3432742435
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.6926091720
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.7558270007
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1995",9.6344223085
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1996",7.3792884594
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1997",10.862634224
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1998",8.6702931532
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1999",10.4930270
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2000",9.4685281248
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2001",5.3077209511
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2002",5.9438088905
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.0489265355
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2004",6.7852931798
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2005",5.7423213218
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.0728937243
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.2899594439
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2008",-4.5475792838
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.1050270088
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.7627402850
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2011",0.33559936134
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.22585920732
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.3498433994
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2014",8.5343750228
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2015",25.124938837
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.6786327092
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2017",8.1436250171
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2018",8.3000992285
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2019",5.609910926
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2020",3.3448646767
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.982555232
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1980",3.4779444520
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1981",0.78086694465
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.32558604555
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.3658515971
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.2102817955
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.8396196292
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.9704081192
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1987",2.9576816648
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.2998230031
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.4749192988
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.9520064236
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.5322824904
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.69938492412
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.85792614415
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.2812554616
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.961323956
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.000122908
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1997",1.9452165989
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1998",1.6479127027
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","1999",1.5741096738
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.0556313888
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.7771820589
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.24944574998
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.2242196215
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2004",1.2221910424
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2005",1.0008684129
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2006",1.8817096042
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2007",1.3436257243
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.96451091937
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.3215374139
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.6721117963
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2011",0.84530233710
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2012",-3.0148567093
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2013",-1.8609623163
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.070526052988
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2015",0.65848714259
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.3904404018
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.7812671695
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2018",0.65171873873
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.19220857818
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2020",0.41967585673
"ITA","REALGDPFORECAST","TOT","AGRWTH","A","2021",0.46842647981
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1980",2.8175922046
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.1768791208
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1982",3.3765058919
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.0608053393
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.4638990159
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1985",6.333356888
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.8310766408
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1987",4.1074270637
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1988",7.1466937073
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1989",5.3701525189
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1990",5.5723982994
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1991",3.324340774
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.81900822512
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1993",0.17106275634
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1994",0.86359985005
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.7421168166
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.1000228780
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1997",1.0760452341
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1998",-1.1284098288
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","1999",-0.25195427208
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2000",2.7796328252
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2001",0.4063575617
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.11797118043
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.528220148
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.2047091034
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2005",1.6626285331
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2006",1.419986422
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2007",1.6542046852
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2008",-1.0935210068
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.4164127967
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2010",4.1917392585
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2011",-0.11544166395
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.4951102378
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.0002678411
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.3747391311
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.2229208016
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2016",0.60907371852
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.9361214887
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2018",0.78845550243
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.0226798075
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2020",0.55107804741
"JPN","REALGDPFORECAST","TOT","AGRWTH","A","2021",0.73538445077
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1980",-1.701335786
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1981",7.1805108392
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1982",8.2650784813
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1983",13.242003582
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1984",10.442864443
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1985",7.7496915301
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1986",11.2241256
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1987",12.467261657
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1988",11.904683527
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1989",7.029738031
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1990",9.8111747642
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1991",10.354001496
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1992",6.175461151
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1993",6.8467859980
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1994",9.2061207217
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1995",9.570586696
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1996",7.5945262101
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.9221854644
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1998",-5.4712052959
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","1999",11.308605052
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2000",8.9244260342
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2001",4.852387967
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2002",7.7251321202
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.1473013004
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.1973913632
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2005",4.3085336840
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.2643443644
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.799531489
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2008",3.0129928802
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2009",0.79269898951
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2010",6.804832404
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.6856605141
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.4025377528
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.1647084275
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.2024471903
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.8091094689
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.9468694747
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.1596417838
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.6649303460
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.9783983743
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.2985490362
"KOR","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.3410253604
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1980",0.84088292707
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.55095051372
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.1312969987
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.9890767914
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.1869392753
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.7917061761
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1986",9.9839347940
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.9509779500
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1988",8.4632828391
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1989",9.79806145
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1990",5.3199321786
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1991",8.6441905193
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.8196527594
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1993",4.2006479951
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.8209212277
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1995",1.4322002447
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.388019033
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.71726519
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1998",6.0292568314
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","1999",8.4604923763
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2000",8.2124423112
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.5240938147
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.8348683007
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.6596343384
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.6433506811
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.1917884286
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.1748674385
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2007",8.3377358077
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2008",-1.3050056333
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.3739983053
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2010",4.8546821513
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.5493963261
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.35693332755
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.6602021232
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2014",4.3018244416
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.3159442563
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2016",4.5763403125
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.7997688447
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2018",3.1185508036
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.3050837299
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.8450185745
"LUX","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.29635498
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1980",8.3240124981
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1981",8.5389189358
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1982",-0.52172319564
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1983",-3.4938709279
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.4059443467
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.1730143574
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1986",-3.1125733050
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.7364448093
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1988",1.2660638659
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.1302756945
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1990",5.1643095604
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1991",4.1936004513
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.5693440886
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.9494932677
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.9410806781
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1995",-6.2912308256
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1996",6.7732586971
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1997",6.8468522786
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1998",5.1639251657
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.7535542496
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.9424537146
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2001",-0.40439012669
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2002",-0.03984448340
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.4463826876
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.9205908102
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.3078070640
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.4950778942
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.2914457160
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.1435845854
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.2857441384
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.118118146
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.6630079277
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.6423226778
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.3540919630
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.80434012
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.2879915993
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.9105464590
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.1171707105
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.9951603892
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.16948949358
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.2353809135
"MEX","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.5820659982
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.6820020198
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.51355520260
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1982",-1.2826942099
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.7574929975
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.1194753089
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.6560189030
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1986",3.1255273029
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.8501969767
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1988",2.9802729410
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.4794024057
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1990",4.1784567775
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1991",2.4511618529
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.589953163
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.2637389435
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.0081954768
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.2533345833
