"Title",Genre
"Final Fantasy XI",Massively Multiplayer Online
"Final Fantasy XI",Fantasy
"Full Metal Furies",Action
"Full Metal Furies",Beat-'Em-Up
"Full Metal Furies",2D
"Super Mega Baseball",Traditional
"Super Mega Baseball",Sports
"Super Mega Baseball",Team
"Super Mega Baseball",Baseball
"Super Mega Baseball",Arcade
"NASCAR Thunder 2004",Driving
"NASCAR Thunder 2004",Racing
"NASCAR Thunder 2004",Stock Car
"DDRMAX: Dance Dance Revolution",Miscellaneous
"DDRMAX: Dance Dance Revolution",Rhythm
"DDRMAX: Dance Dance Revolution",Dancing
"NASCAR Thunder 2002",Driving
"NASCAR Thunder 2002",Racing
"NASCAR Thunder 2002",Stock Car
"NHL 2001",Sports
"NHL 2001",Traditional
"NHL 2001",Ice Hockey
"NHL 2001",Sim
"F355 Challenge",Driving
"F355 Challenge",Racing
"F355 Challenge",GT / Street
"The Elder Scrolls III: Bloodmoon",Role-Playing
"The Elder Scrolls III: Bloodmoon",First-Person
"The Elder Scrolls III: Bloodmoon",First-Person
"The Elder Scrolls III: Bloodmoon",Western-Style
"Boom Blox",Miscellaneous
"Boom Blox",Puzzle
"Boom Blox",Puzzle
"Boom Blox",General
"Boom Blox",Puzzle
"Boom Blox",General
"Madden NFL 08",Sports
"Madden NFL 08",Traditional
"Madden NFL 08",Team
"Madden NFL 08",Football
"Madden NFL 08",Sim
"Madden NFL 08",Sim
"Pro Evolution Soccer 2016",Sports
"Pro Evolution Soccer 2016",Team
"Pro Evolution Soccer 2016",Soccer
"Pro Evolution Soccer 2016",Sim
"Far Cry 2",Action
"Far Cry 2",Shooter
"Far Cry 2",Shooter
"Far Cry 2",First-Person
"Far Cry 2",Modern
"Far Cry 2",Modern
"Far Cry 2",Arcade
"Rogue Legacy",Role-Playing
"Rogue Legacy",General
"Rogue Legacy",Action
"Rogue Legacy",Platformer
"Rogue Legacy",Platformer
"Rogue Legacy",2D
"Rogue Legacy",2D
"BattleBlock Theater",Action
"BattleBlock Theater",Platformer
"BattleBlock Theater",Platformer
"BattleBlock Theater",2D
"BattleBlock Theater",2D
"Shantae: Half-Genie Hero - Ultimate Edition",Action
"Shantae: Half-Genie Hero - Ultimate Edition",Platformer
"Shantae: Half-Genie Hero - Ultimate Edition",2D
"Castlevania: Lords of Shadow",Action Adventure
"Castlevania: Lords of Shadow",Fantasy
"Castlevania: Lords of Shadow",General
"Castlevania: Lords of Shadow",Fantasy
"Pokemon Diamond Version",Role-Playing
"Pokemon Diamond Version",Console-style RPG
"Pokemon Diamond Version",Console-style RPG
"Pokemon Diamond Version",Trainer
"Virtua Fighter 5",Action
"Virtua Fighter 5",Fighting
"Virtua Fighter 5",Fighting
"Virtua Fighter 5",3D
"Virtua Fighter 5",3D
"Ikaruga",Action
"Ikaruga",Shooter
"Ikaruga",Scrolling
"Thief: Deadly Shadows",Action Adventure
"Thief: Deadly Shadows",Fantasy
"Thief: Deadly Shadows",General
"Thief: Deadly Shadows",Fantasy
"Borderlands: The Secret Armory of General Knoxx",Action
"Borderlands: The Secret Armory of General Knoxx",Shooter
"Borderlands: The Secret Armory of General Knoxx",Shooter
"Borderlands: The Secret Armory of General Knoxx",First-Person
"Borderlands: The Secret Armory of General Knoxx",Sci-Fi
"Borderlands: The Secret Armory of General Knoxx",Sci-Fi
"Borderlands: The Secret Armory of General Knoxx",Arcade
"Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak",Miscellaneous
"Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak",Adventure
"Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak",General
"Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak",3D
"Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak",Compilation
"Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak",Third-Person
"UFC Undisputed 3",Action
"UFC Undisputed 3",Sports
"UFC Undisputed 3",Fighting
"UFC Undisputed 3",Fighting
"UFC Undisputed 3",Individual
"UFC Undisputed 3",Wrestling
"UFC Undisputed 3",Combat
"UFC Undisputed 3",Wrestling
"South Park: The Stick of Truth",General
"South Park: The Stick of Truth",Role-Playing
"South Park: The Stick of Truth",General
"The Wolf Among Us: Episode 5 - Cry Wolf",Action Adventure
"The Wolf Among Us: Episode 5 - Cry Wolf",Adventure
"The Wolf Among Us: Episode 5 - Cry Wolf",General
"The Wolf Among Us: Episode 5 - Cry Wolf",Fantasy
"The Wolf Among Us: Episode 5 - Cry Wolf",Point-and-Click
"Rogue Legacy",Action
"Rogue Legacy",Platformer
"Rogue Legacy",Platformer
"Rogue Legacy",2D
"Rogue Legacy",2D
"Brothers: A Tale of Two Sons",Action Adventure
"Brothers: A Tale of Two Sons",Fantasy
"Brothers: A Tale of Two Sons",Fantasy
"Brothers: A Tale of Two Sons",Linear
"Football Manager 2014",Sports
"Football Manager 2014",Traditional
"Football Manager 2014",Team
"Football Manager 2014",Soccer
"Football Manager 2014",Management
"Football Manager 2014",Management
"System Shock: Enhanced Edition",Action Adventure
"System Shock: Enhanced Edition",General
"Metal Gear Solid: The Twin Snakes",Action Adventure
"Metal Gear Solid: The Twin Snakes",Modern
"EverQuest: Gates of Discord",Role-Playing
"EverQuest: Gates of Discord",Massively Multiplayer Online
"EverQuest: Gates of Discord",Massively Multiplayer
"EverQuest: Gates of Discord",Fantasy
"EverQuest: Gates of Discord",Fantasy
"The Lord of the Rings: The Return of the King",Action
"The Lord of the Rings: The Return of the King",Beat-'Em-Up
"The Sims",Miscellaneous
"The Sims",Virtual Life
"NASCAR Thunder 2003",Driving
"NASCAR Thunder 2003",Racing
"NASCAR Thunder 2003",Stock Car
"FIFA 2001 Major League Soccer",Sports
"FIFA 2001 Major League Soccer",Traditional
"FIFA 2001 Major League Soccer",Team
"FIFA 2001 Major League Soccer",Soccer
"FIFA 2001 Major League Soccer",Sim
"FIFA 2001 Major League Soccer",Sim
"Fight Night 2004",Sports
"Fight Night 2004",Traditional
"Fight Night 2004",Boxing
"Wipeout: Omega Collection",Racing
"Wipeout: Omega Collection",Arcade
"Wipeout: Omega Collection",Futuristic
"Mortal Kombat XL",Action
"Mortal Kombat XL",Fighting
"Mortal Kombat XL",2D
"Lego Star Wars II: The Original Trilogy",Action Adventure
"Lego Star Wars II: The Original Trilogy",Sci-Fi
"Sid Meier's Civilization V: Brave New World",Strategy
"Sid Meier's Civilization V: Brave New World",Turn-Based
"Sid Meier's Civilization V: Brave New World",Historic
"Sid Meier's Civilization V: Brave New World",Historic
"Sid Meier's Civilization V: Brave New World",4X
"The Warriors",Action
"The Warriors",Beat-'Em-Up
"Red Faction: Guerrilla",Action
"Red Faction: Guerrilla",Shooter
"Red Faction: Guerrilla",Shooter
"Red Faction: Guerrilla",Third-Person
"Red Faction: Guerrilla",Sci-Fi
"Red Faction: Guerrilla",Sci-Fi
"Red Faction: Guerrilla",Arcade
"Geometry Wars 3: Dimensions",Action
"Geometry Wars 3: Dimensions",Shooter
"Geometry Wars 3: Dimensions",Static
"Geometry Wars 3: Dimensions",Shoot-'Em-Up
"Geometry Wars 3: Dimensions",Top-Down
"Ratchet & Clank",Action
"Ratchet & Clank",Platformer
"Ratchet & Clank",3D
"MLB The Show 16",Sports
"MLB The Show 16",Team
"MLB The Show 16",Baseball
"MLB The Show 16",Arcade
"MLB The Show 16",Sim
"Final Fantasy IV",Role-Playing
"Final Fantasy IV",Console-style RPG
"Final Fantasy IV",Console-style RPG
"Final Fantasy IV",Japanese-Style
"Marvel vs. Capcom 2",Action
"Marvel vs. Capcom 2",Fighting
"Marvel vs. Capcom 2",Fighting
"Marvel vs. Capcom 2",2D
"Marvel vs. Capcom 2",2D
"Darkest Dungeon",Role-Playing
"Darkest Dungeon",General
"Mutant Mudds Collection",Action
"Mutant Mudds Collection",Miscellaneous
"Mutant Mudds Collection",Platformer
"Mutant Mudds Collection",Compilation
"Mutant Mudds Collection",2D
"NeuroVoider",Action
"NeuroVoider",Shooter
"NeuroVoider",Shoot-'Em-Up
"NeuroVoider",Top-Down
"Mortal Kombat",Action
"Mortal Kombat",Fighting
"Mortal Kombat",Fighting
"Mortal Kombat",3D
"Mortal Kombat",2D
"The Last Door: Season 2",Adventure
"The Last Door: Season 2",Point-and-Click
"F.E.A.R.",Action
"F.E.A.R.",Shooter
"F.E.A.R.",Shooter
"F.E.A.R.",First-Person
"F.E.A.R.",Modern
"F.E.A.R.",Modern
"F.E.A.R.",Arcade
"Brothers in Arms: Earned in Blood",Action
"Brothers in Arms: Earned in Blood",Shooter
"Brothers in Arms: Earned in Blood",First-Person
"Brothers in Arms: Earned in Blood",Historic
"Far Cry 4",Action
"Far Cry 4",Shooter
"Far Cry 4",First-Person
"Far Cry 4",Modern
"Far Cry 4",Arcade
"Tetris",Miscellaneous
"Tetris",Puzzle
"Tetris",Puzzle
"Tetris",Puzzle
"Tetris",Stacking
"Tetris",General
"Final Fantasy XI",Role-Playing
"Final Fantasy XI",Massively Multiplayer Online
"Final Fantasy XI",Massively Multiplayer
"Final Fantasy XI",Fantasy
"Final Fantasy XI",Fantasy
"Trine 2",Action
"Trine 2",Platformer
"Trine 2",Platformer
"Trine 2",2D
"Trine 2",2D
"Need for Speed Underground",Driving
"Need for Speed Underground",Racing
"Need for Speed Underground",GT / Street
"Serious Sam: The Second Encounter",Action
"Serious Sam: The Second Encounter",Shooter
"Serious Sam: The Second Encounter",Shooter
"Serious Sam: The Second Encounter",First-Person
"Serious Sam: The Second Encounter",Sci-Fi
"Serious Sam: The Second Encounter",Arcade
"The Sims: Hot Date",Simulation
"The Sims: Hot Date",Miscellaneous
"The Sims: Hot Date",Virtual Life
"The Sims: Hot Date",Virtual
"The Sims: Hot Date",Virtual Life
"American McGee's Alice",Action Adventure
"American McGee's Alice",Horror
"American McGee's Alice",Horror
"American McGee's Alice",Survival
"Turok: Dinosaur Hunter",Action
"Turok: Dinosaur Hunter",Shooter
"Turok: Dinosaur Hunter",First-Person
"Turok: Dinosaur Hunter",Sci-Fi
"Castlevania: Order of Ecclesia",Action
"Castlevania: Order of Ecclesia",Role-Playing
"Castlevania: Order of Ecclesia",Platformer
"Castlevania: Order of Ecclesia",Platformer
"Castlevania: Order of Ecclesia",Action RPG
"Castlevania: Order of Ecclesia",2D
"Castlevania: Order of Ecclesia",2D
"Batman: Arkham City - Armored Edition",Action Adventure
"Batman: Arkham City - Armored Edition",Fantasy
"Batman: Arkham City - Armored Edition",Fantasy
"Batman: Arkham City - Armored Edition",Open-World
"Borderlands: The Secret Armory of General Knoxx",Action
"Borderlands: The Secret Armory of General Knoxx",Shooter
"Borderlands: The Secret Armory of General Knoxx",Shooter
"Borderlands: The Secret Armory of General Knoxx",First-Person
"Borderlands: The Secret Armory of General Knoxx",Sci-Fi
"Borderlands: The Secret Armory of General Knoxx",Sci-Fi
"Borderlands: The Secret Armory of General Knoxx",Arcade
"Chime Sharp",Puzzle
"Chime Sharp",General
"Shantae and the Pirate's Curse",Action
"Shantae and the Pirate's Curse",Platformer
"Shantae and the Pirate's Curse",2D
"Trials Evolution: Gold Edition",Driving
"Trials Evolution: Gold Edition",Racing
"Trials Evolution: Gold Edition",Arcade
"Trials Evolution: Gold Edition",Motorcycle
"Trials Evolution: Gold Edition",Other
"Trials Evolution: Gold Edition",Motocross
"Trials Evolution: Gold Edition",Motocross
"Prince of Persia",Action Adventure
"Prince of Persia",Fantasy
"Prince of Persia",General
"Prince of Persia",Fantasy
"Moss",Action Adventure
"Moss",General
"Bionic Commando Rearmed",Action
"Bionic Commando Rearmed",Platformer
"Bionic Commando Rearmed",Platformer
"Bionic Commando Rearmed",2D
"Bionic Commando Rearmed",2D
"Sid Meier's Civilization Revolution",Strategy
"Sid Meier's Civilization Revolution",Turn-Based
"Sid Meier's Civilization Revolution",Historic
"Sid Meier's Civilization Revolution",General
"Sid Meier's Civilization Revolution",Historic
"ESPN NBA 2K5",Sports
"ESPN NBA 2K5",Traditional
"ESPN NBA 2K5",Basketball
"ESPN NBA 2K5",Sim
"Warhammer 40,000: Dawn of War - Winter Assault",Strategy
"Warhammer 40,000: Dawn of War - Winter Assault",Real-Time
"Warhammer 40,000: Dawn of War - Winter Assault",Sci-Fi
"Warhammer 40,000: Dawn of War - Winter Assault",Sci-Fi
"Warhammer 40,000: Dawn of War - Winter Assault",General
"Silent Hill 3",Action Adventure
"Silent Hill 3",Horror
"Terraria",Action
"Terraria",Action Adventure
"Terraria",Platformer
"Terraria",Platformer
"Terraria",Sandbox
"Terraria",2D
"Terraria",2D
"Tomb Raider: Definitive Edition",Modern
"Tomb Raider: Definitive Edition",Action Adventure
"Tomb Raider: Definitive Edition",General
"Tomb Raider: Definitive Edition",Modern
"Tomb Raider: Definitive Edition",Linear
"Starcraft Remastered",Strategy
"Starcraft Remastered",Real-Time
"Starcraft Remastered",Command
"DmC: Devil May Cry",Action
"DmC: Devil May Cry",General
"DmC: Devil May Cry",Action Adventure
"DmC: Devil May Cry",Fantasy
"DmC: Devil May Cry",General
"DmC: Devil May Cry",Fantasy
"DmC: Devil May Cry",Linear
"NBA 2K18",Sports
"NBA 2K18",Team
"NBA 2K18",Basketball
"NBA 2K18",Sim
"Shadow Tactics: Blades of the Shogun",Strategy
"Shadow Tactics: Blades of the Shogun",Real-Time
"Shadow Tactics: Blades of the Shogun",Tactics
"Planescape: Torment - Enhanced Edition",Role-Playing
"Planescape: Torment - Enhanced Edition",Western-Style
"Super Meat Boy",Action
"Super Meat Boy",Platformer
"Super Meat Boy",2D
"Pyre",Role-Playing
"Pyre",General
"Tony Hawk's Underground 2",Sports
"Tony Hawk's Underground 2",Alternative
"Tony Hawk's Underground 2",Individual
"Tony Hawk's Underground 2",Skateboarding
"Tony Hawk's Underground 2",Skateboarding
"Tony Hawk's Underground 2",Skate / Skateboard
"FIFA 17",Sports
"FIFA 17",Team
"FIFA 17",Soccer
"FIFA 17",Sim
"Trine 2",Action
"Trine 2",Platformer
"Trine 2",Platformer
"Trine 2",2D
"Trine 2",2D
"inFamous",Action Adventure
"inFamous",Modern
"inFamous",Sci-Fi
"inFamous",Sci-Fi
"inFamous",Open-World
"Papers, Please",Adventure
"Papers, Please",General
"Papers, Please",General
"DOOM",Sci-Fi
"DOOM",Action
"DOOM",Shooter
"DOOM",First-Person
"DOOM",Third-Person
"DOOM",Arcade
"DiRT 4",Racing
"DiRT 4",Simulation
"DiRT 4",Automobile
"Space Invaders Extreme",Action
"Space Invaders Extreme",Shooter
"Space Invaders Extreme",Shooter
"Space Invaders Extreme",Static
"Space Invaders Extreme",Static
"Space Invaders Extreme",Shoot-'Em-Up
"Space Invaders Extreme",Vertical
"Tiger Woods PGA Tour 12: The Masters",Sports
"Tiger Woods PGA Tour 12: The Masters",Traditional
"Tiger Woods PGA Tour 12: The Masters",Individual
"Tiger Woods PGA Tour 12: The Masters",Golf
"Tiger Woods PGA Tour 12: The Masters",Sim
"Tiger Woods PGA Tour 12: The Masters",Sim
"Radiant Historia: Perfect Chronology",Role-Playing
"Radiant Historia: Perfect Chronology",Japanese-Style
"Star Wars: The Old Republic",Sci-Fi
"Star Wars: The Old Republic",Role-Playing
"Star Wars: The Old Republic",Massively Multiplayer Online
"Star Wars: The Old Republic",Massively Multiplayer
"Star Wars: The Old Republic",Sci-Fi
"Skate",Sports
"Skate",Alternative
"Skate",Individual
"Skate",Skateboarding
"Skate",Skateboarding
"Skate",Skate / Skateboard
"Mario + Rabbids: Kingdom Battle",Action
"Mario + Rabbids: Kingdom Battle",General
"Mario + Rabbids: Kingdom Battle",Strategy
"Mario + Rabbids: Kingdom Battle",Turn-Based
"Mario + Rabbids: Kingdom Battle",Tactics
"Far Cry 2",Action
"Far Cry 2",Shooter
"Far Cry 2",Shooter
"Far Cry 2",First-Person
"Far Cry 2",Modern
"Far Cry 2",Modern
"Far Cry 2",Arcade
"Flat Heroes",Action
"Flat Heroes",Platformer
"Flat Heroes",2D
"Gone Home: Console Edition",Adventure
"Gone Home: Console Edition",3D
"Gone Home: Console Edition",First-Person
"Ratchet & Clank: Size Matters",Action
"Ratchet & Clank: Size Matters",Shooter
"Ratchet & Clank: Size Matters",Platformer
"Ratchet & Clank: Size Matters",Shooter
"Ratchet & Clank: Size Matters",Third-Person
"Ratchet & Clank: Size Matters",3D
"Ratchet & Clank: Size Matters",Sci-Fi
"Ratchet & Clank: Size Matters",Sci-Fi
"Ratchet & Clank: Size Matters",Arcade
"FIFA 07 Soccer",Sports
"FIFA 07 Soccer",Traditional
"FIFA 07 Soccer",Soccer
"FIFA 07 Soccer",Sim
"Fight Night 2004",Sports
"Fight Night 2004",Traditional
"Fight Night 2004",Boxing
"Anarchy Online: Shadowlands",Role-Playing
"Anarchy Online: Shadowlands",Massively Multiplayer Online
"Anarchy Online: Shadowlands",Massively Multiplayer
"Anarchy Online: Shadowlands",Sci-Fi
"Anarchy Online: Shadowlands",Sci-Fi
"Dark Age of Camelot: Shrouded Isles",Role-Playing
"Dark Age of Camelot: Shrouded Isles",Massively Multiplayer Online
"Dark Age of Camelot: Shrouded Isles",Fantasy
"Dark Age of Camelot: Shrouded Isles",Fantasy
"NASCAR: Dirt to Daytona",Driving
"NASCAR: Dirt to Daytona",Racing
"NASCAR: Dirt to Daytona",Stock Car
"Dave Mirra Freestyle BMX 2",Sports
"Dave Mirra Freestyle BMX 2",Alternative
"Dave Mirra Freestyle BMX 2",Biking
"NFL Blitz 2000",Sports
"NFL Blitz 2000",Traditional
"NFL Blitz 2000",Football
"NFL Blitz 2000",Arcade
"Obsidian",Adventure
"Obsidian",General
"Obsidian",General
"Battlefield: Bad Company",Action
"Battlefield: Bad Company",Shooter
"Battlefield: Bad Company",Shooter
"Battlefield: Bad Company",First-Person
"Battlefield: Bad Company",Modern
"Battlefield: Bad Company",Modern
"Battlefield: Bad Company",Arcade
"Mario Golf: Advance Tour",Sports
"Mario Golf: Advance Tour",Traditional
"Mario Golf: Advance Tour",Golf
"Mario Golf: Advance Tour",Sim
"Call of Duty: World at War",Action
"Call of Duty: World at War",Shooter
"Call of Duty: World at War",Shooter
"Call of Duty: World at War",First-Person
"Call of Duty: World at War",Historic
"Call of Duty: World at War",Historic
"Call of Duty: World at War",Arcade
"Two Point Hospital",Simulation
"Two Point Hospital",Virtual
"Two Point Hospital",Career
"The Walking Dead: Episode 2 - Starved for Help",Miscellaneous
"The Walking Dead: Episode 2 - Starved for Help",Adventure
"The Walking Dead: Episode 2 - Starved for Help",General
"The Walking Dead: Episode 2 - Starved for Help",Compilation
"The Walking Dead: Episode 2 - Starved for Help",Point-and-Click
"Saints Row: The Third",Action Adventure
"Saints Row: The Third",Modern
"Saints Row: The Third",Modern
"Saints Row: The Third",Open-World
"Bomberman Live",Miscellaneous
"Bomberman Live",Puzzle
"Bomberman Live",Action
"Bomberman Live",General
"Bomberman Live",Puzzle
"Bomberman Live",Action
"Ni no Kuni II: Revenant Kingdom",Action RPG
"Ni no Kuni II: Revenant Kingdom",Role-Playing
"Ni no Kuni II: Revenant Kingdom",Japanese-Style
"Project CARS 2",Racing
"Project CARS 2",Simulation
"Project CARS 2",Automobile
"Statik",Adventure
"Statik",3D
"Statik",First-Person
"Fallout: New Vegas",Role-Playing
"Fallout: New Vegas",Action RPG
"Fallout: New Vegas",First-Person
"Fallout: New Vegas",First-Person
"Fallout: New Vegas",Western-Style
"Valkyria Chronicles Remastered",Strategy
"Valkyria Chronicles Remastered",Turn-Based
"Valkyria Chronicles Remastered",Tactics
"The Banner Saga 3",Strategy
"The Banner Saga 3",Turn-Based
"The Banner Saga 3",Tactics
"Peggle: Dual Shot",Miscellaneous
"Peggle: Dual Shot",Puzzle
"Peggle: Dual Shot",Action
"Peggle: Dual Shot",Puzzle
"Peggle: Dual Shot",Puzzle
"Peggle: Dual Shot",Action
"Disgaea: Hour of Darkness",Strategy
"Disgaea: Hour of Darkness",Turn-Based
"Disgaea: Hour of Darkness",Fantasy
"Kingdom Hearts HD I.5 + II.5 Remix",Miscellaneous
"Kingdom Hearts HD I.5 + II.5 Remix",Compilation
"Tiger Woods PGA Tour 11",Sports
"Tiger Woods PGA Tour 11",Traditional
"Tiger Woods PGA Tour 11",Individual
"Tiger Woods PGA Tour 11",Golf
"Tiger Woods PGA Tour 11",Sim
"Tiger Woods PGA Tour 11",Sim
"The Movies",Strategy
"The Movies",Tycoon
"The Movies",Management
"The Movies",Tycoon
"The Movies",Business / Tycoon
"Persona 4 Arena Ultimax",Action
"Persona 4 Arena Ultimax",Fighting
"Persona 4 Arena Ultimax",2D
"Crysis 2",Action
"Crysis 2",Shooter
"Crysis 2",Shooter
"Crysis 2",First-Person
"Crysis 2",Sci-Fi
"Crysis 2",Sci-Fi
"Crysis 2",Arcade
"Virtua Tennis: World Tour",Sports
"Virtua Tennis: World Tour",Traditional
"Virtua Tennis: World Tour",Individual
"Virtua Tennis: World Tour",Tennis
"Virtua Tennis: World Tour",Tennis
"Rare Replay",Miscellaneous
"Rare Replay",Compilation
"Mercenaries",Action Adventure
"Mercenaries",Modern
"Neverwinter Nights: Hordes of the Underdark",Role-Playing
"Neverwinter Nights: Hordes of the Underdark",PC-style RPG
"Neverwinter Nights: Hordes of the Underdark",PC-style RPG
"Neverwinter Nights: Hordes of the Underdark",Western-Style
"Max Payne 2: The Fall of Max Payne",Action
"Max Payne 2: The Fall of Max Payne",Shooter
"Max Payne 2: The Fall of Max Payne",Third-Person
"Max Payne 2: The Fall of Max Payne",Modern
"FIFA Soccer 2004",Sports
"FIFA Soccer 2004",Traditional
"FIFA Soccer 2004",Soccer
"FIFA Soccer 2004",Sim
"Command & Conquer: Generals",Strategy
"Command & Conquer: Generals",Real-Time
"Command & Conquer: Generals",Modern
"Command & Conquer: Generals",General
"Command & Conquer: Generals",Modern
"Sid Meier's SimGolf",Strategy
"Sid Meier's SimGolf",Real-Time
"Sid Meier's SimGolf",Modern
"Sid Meier's SimGolf",General
"Quake III Revolution",Action
"Quake III Revolution",Shooter
"Quake III Revolution",First-Person
"Quake III Revolution",Sci-Fi
"Street Fighter III: Double Impact",Action
"Street Fighter III: Double Impact",Fighting
"Street Fighter III: Double Impact",2D
"Tom Clancy's Ghost Recon Advanced Warfighter 2",Action
"Tom Clancy's Ghost Recon Advanced Warfighter 2",Shooter
"Tom Clancy's Ghost Recon Advanced Warfighter 2",Shooter
"Tom Clancy's Ghost Recon Advanced Warfighter 2",First-Person
"Tom Clancy's Ghost Recon Advanced Warfighter 2",Third-Person
"Tom Clancy's Ghost Recon Advanced Warfighter 2",Tactical
"Tom Clancy's Ghost Recon Advanced Warfighter 2",Modern
"Tom Clancy's Ghost Recon Advanced Warfighter 2",Modern
"Middle-earth: Shadow of Mordor",Fantasy
"Middle-earth: Shadow of Mordor",Action Adventure
"Middle-earth: Shadow of Mordor",Fantasy
"Middle-earth: Shadow of Mordor",Open-World
"Middle-earth: Shadow of Mordor",Fantasy
"Middle-earth: Shadow of Mordor",Action Adventure
"Middle-earth: Shadow of Mordor",Fantasy
"Middle-earth: Shadow of Mordor",Open-World
"SpaceChem",Miscellaneous
"SpaceChem",Puzzle
"SpaceChem",General
"SpaceChem",Puzzle
"SpaceChem",General
"Viva Pinata",Simulation
"Viva Pinata",Miscellaneous
"Viva Pinata",Virtual Life
"Viva Pinata",Virtual
"Viva Pinata",Virtual Life
"Freedom Planet",Action
"Freedom Planet",Platformer
"Freedom Planet",2D
"Pinball FX 2",Action
"Pinball FX 2",Miscellaneous
"Pinball FX 2",Parlor
"Pinball FX 2",Pinball
"Pinball FX 2",Pinball
"Pokemon Ultra Sun",Role-Playing
"Pokemon Ultra Sun",Trainer
"Fatal Frame II: Crimson Butterfly Director's Cut",Action Adventure
"Fatal Frame II: Crimson Butterfly Director's Cut",Horror
"South Park: The Fractured But Whole",Role-Playing
"South Park: The Fractured But Whole",General
"Blast Off",Miscellaneous
"Blast Off",Puzzle
"Blast Off",Puzzle
"Blast Off",General
"Blast Off",Puzzle
"Blast Off",General
"Star Wars: Starfighter",Simulation
"Star Wars: Starfighter",Sci-Fi
"Star Wars: Starfighter",Small Spaceship
"Guitar Hero World Tour",Action
"Guitar Hero World Tour",Miscellaneous
"Guitar Hero World Tour",Rhythm
"Guitar Hero World Tour",Music
"Guitar Hero World Tour",Music
"TimeSplitters: Future Perfect",Action
"TimeSplitters: Future Perfect",Shooter
"TimeSplitters: Future Perfect",First-Person
"TimeSplitters: Future Perfect",Sci-Fi
"PlanetSide 2",Role-Playing
"PlanetSide 2",Sci-Fi
"PlanetSide 2",Massively Multiplayer Online
"PlanetSide 2",Action
"PlanetSide 2",Shooter
"PlanetSide 2",Shooter
"PlanetSide 2",First-Person
"PlanetSide 2",Tactical
"PlanetSide 2",Sci-Fi
"PlanetSide 2",Sci-Fi
"PlanetSide 2",Arcade
"Planet Coaster",Strategy
"Planet Coaster",Management
"Planet Coaster",Business / Tycoon
"Shovel Knight: Specter of Torment",Action
"Shovel Knight: Specter of Torment",Platformer
"Shovel Knight: Specter of Torment",2D
"Street Fighter X Tekken",Action
"Street Fighter X Tekken",Fighting
"Street Fighter X Tekken",Fighting
"Street Fighter X Tekken",3D
"Street Fighter X Tekken",2D
"Street Fighter X Tekken",3D
"Guilty Gear Xrd -SIGN-",Action
"Guilty Gear Xrd -SIGN-",Fighting
"Guilty Gear Xrd -SIGN-",2D
"'Splosion Man",Action
"'Splosion Man",General
"'Splosion Man",Platformer
"'Splosion Man",Platformer
"'Splosion Man",2D
"'Splosion Man",2D
"Might & Magic: Clash of Heroes",Role-Playing
"Might & Magic: Clash of Heroes",General
"Might & Magic: Clash of Heroes",General
"TxK",Action
"TxK",Shooter
"TxK",Static
"TxK",Shoot-'Em-Up
"TxK",Top-Down
"Pro Evolution Soccer 2009",Sports
"Pro Evolution Soccer 2009",Traditional
"Pro Evolution Soccer 2009",Team
"Pro Evolution Soccer 2009",Soccer
"Pro Evolution Soccer 2009",Sim
"Pro Evolution Soccer 2009",Sim
"Beyond Good & Evil HD",Action Adventure
"Beyond Good & Evil HD",Fantasy
"Beyond Good & Evil HD",General
"Beyond Good & Evil HD",Fantasy
"Midnight Club 3: DUB Edition",Driving
"Midnight Club 3: DUB Edition",Racing
"Midnight Club 3: DUB Edition",GT / Street
"High Heat Major League Baseball 2003",Sports
"High Heat Major League Baseball 2003",Traditional
"High Heat Major League Baseball 2003",Baseball
"High Heat Major League Baseball 2003",Sim
"Super Street Fighter II: Turbo Revival",Action
"Super Street Fighter II: Turbo Revival",Fighting
"Super Street Fighter II: Turbo Revival",2D
"FIFA 17",Sports
"FIFA 17",Team
"FIFA 17",Soccer
"FIFA 17",Sim
"Rakuen",Adventure
"Rakuen",General
"Rakuen",General
"BioShock: The Collection",Action
"BioShock: The Collection",Miscellaneous
"BioShock: The Collection",Shooter
"BioShock: The Collection",Compilation
"BioShock: The Collection",First-Person
"BioShock: The Collection",Arcade
"GT Legends",Driving
"GT Legends",Racing
"GT Legends",Simulation
"GT Legends",GT / Street
"GT Legends",GT / Street
"GT Legends",Automobile
"F1 2010",Driving
"F1 2010",Racing
"F1 2010",Simulation
"F1 2010",Formula One
"F1 2010",Formula One
"F1 2010",Automobile
"Maximo: Ghosts to Glory",Action
"Maximo: Ghosts to Glory",Platformer
"Maximo: Ghosts to Glory",3D
"BlazBlue: Central Fiction",Action
"BlazBlue: Central Fiction",Fighting
"BlazBlue: Central Fiction",2D
"Prey",General
"Prey",Action
"Prey",Shooter
"Prey",First-Person
"Prey",Arcade
"Sound Shapes",Action
"Sound Shapes",Miscellaneous
"Sound Shapes",Rhythm
"Sound Shapes",Music Maker
"Sound Shapes",Music Maker
"Sound Shapes",Music
