"Title",Genre
"DDRMAX2 Dance Dance Revolution",Rhythm
"DDRMAX2 Dance Dance Revolution",Dancing
"NHL Hitz 20-03",Sports
"NHL Hitz 20-03",Traditional
"NHL Hitz 20-03",Ice Hockey
"NHL Hitz 20-03",Arcade
"America's Army",Action
"America's Army",Shooter
"America's Army",Shooter
"America's Army",First-Person
"America's Army",Tactical
"America's Army",Modern
"Star Trek Bridge Commander",Simulation
"Star Trek Bridge Commander",Sci-Fi
"Star Trek Bridge Commander",Space
"Star Trek Bridge Commander",Large Spaceship
"Star Trek Bridge Commander",Civilian
"Seaman",Strategy
"Seaman",Breeding/Constructing
"The Last Express",Adventure
"The Last Express",General
"The Last Express",General
"Blur",Driving
"Blur",Racing
"Blur",Arcade
"Blur",Arcade
"Blur",Automobile
"Resistance: Retribution",Action
"Resistance: Retribution",Shooter
"Resistance: Retribution",Shooter
"Resistance: Retribution",Third-Person
"Resistance: Retribution",Sci-Fi
"Resistance: Retribution",Sci-Fi
"Resistance: Retribution",Arcade
"Hustle Kings",Sports
"Hustle Kings",Miscellaneous
"Hustle Kings",Parlor
"Hustle Kings",Individual
"Hustle Kings",Billiards
"Hustle Kings",Billiards
"Hot Shots Golf: Out of Bounds",Sports
"Hot Shots Golf: Out of Bounds",Traditional
"Hot Shots Golf: Out of Bounds",Individual
"Hot Shots Golf: Out of Bounds",Golf
"Hot Shots Golf: Out of Bounds",Arcade
"Hot Shots Golf: Out of Bounds",Arcade
"Siesta Fiesta",Puzzle
"Siesta Fiesta",Action
"Siesta Fiesta",General
"Quake 4",Action
"Quake 4",Shooter
"Quake 4",Shooter
"Quake 4",First-Person
"Quake 4",Sci-Fi
"Quake 4",Sci-Fi
"Quake 4",Arcade
"Closure",Action
"Closure",Platformer
"Closure",Platformer
"Closure",2D
"Closure",2D
"Kingdom Hearts HD 2.5 ReMIX",Role-Playing
"Kingdom Hearts HD 2.5 ReMIX",Action RPG
"Kingdom Hearts HD 2.5 ReMIX",Miscellaneous
"Kingdom Hearts HD 2.5 ReMIX",Compilation
"Tom Clancy's Splinter Cell Chaos Theory",Action Adventure
"Tom Clancy's Splinter Cell Chaos Theory",Modern
"Dragon Quest Builders",Action Adventure
"Dragon Quest Builders",Sandbox
"Mega Man 10",Action
"Mega Man 10",Platformer
"Mega Man 10",Platformer
"Mega Man 10",2D
"Mega Man 10",2D
"Starbound",Fantasy
"Starbound",General
"Starbound",Fantasy
"Starbound",Action Adventure
"Starbound",Sandbox
"KORG DS-10 PLUS",Miscellaneous
"KORG DS-10 PLUS",Music Maker
"KORG DS-10 PLUS",Music Maker
"KORG DS-10 PLUS",Application
"Condemned: Criminal Origins",Action Adventure
"Condemned: Criminal Origins",Horror
"Condemned: Criminal Origins",Horror
"Condemned: Criminal Origins",Survival
"Tony Hawk's Project 8",Sports
"Tony Hawk's Project 8",Alternative
"Tony Hawk's Project 8",Individual
"Tony Hawk's Project 8",Skateboarding
"Tony Hawk's Project 8",Skateboarding
"Tony Hawk's Project 8",Skate / Skateboard
"Saints Row IV",Action Adventure
"Saints Row IV",Modern
"Saints Row IV",Modern
"Saints Row IV",Open-World
"Injustice: Gods Among Us",Action
"Injustice: Gods Among Us",Fighting
"Injustice: Gods Among Us",Fighting
"Injustice: Gods Among Us",2D
"Injustice: Gods Among Us",2D
"Nidhogg",General
"Nidhogg",Action
"Nidhogg",Miscellaneous
"Nidhogg",General
"The Elder Scrolls V: Skyrim Special Edition",Role-Playing
"The Elder Scrolls V: Skyrim Special Edition",Western-Style
"Battlefield 4",Action
"Battlefield 4",Shooter
"Battlefield 4",Shooter
"Battlefield 4",First-Person
"Battlefield 4",Modern
"Battlefield 4",Modern
"Battlefield 4",Arcade
"NBA 2K8",Sports
"NBA 2K8",Traditional
"NBA 2K8",Team
"NBA 2K8",Basketball
"NBA 2K8",Sim
"NBA 2K8",Sim
"Torment: Tides of Numenera",General
"Torment: Tides of Numenera",General
"Torment: Tides of Numenera",Role-Playing
"Torment: Tides of Numenera",Western-Style
"Kalimba",Action
"Kalimba",General
"Tiger Woods PGA Tour 07",Sports
"Tiger Woods PGA Tour 07",Traditional
"Tiger Woods PGA Tour 07",Golf
"Tiger Woods PGA Tour 07",Sim
"Metrico+",Puzzle
"Metrico+",Action
"NHL 14",Sports
"NHL 14",Traditional
"NHL 14",Team
"NHL 14",Ice Hockey
"NHL 14",Sim
"NHL 14",Sim
"Tekken 7",Action
"Tekken 7",Fighting
"Tekken 7",3D
"NBA 2K8",Sports
"NBA 2K8",Traditional
"NBA 2K8",Team
"NBA 2K8",Basketball
"NBA 2K8",Sim
"NBA 2K8",Sim
"To the Moon",Role-Playing
"To the Moon",Adventure
"To the Moon",General
"To the Moon",General
"To the Moon",General
"Madden NFL 15",Sports
"Madden NFL 15",Traditional
"Madden NFL 15",Team
"Madden NFL 15",Football
"Madden NFL 15",Sim
"Slime-san: Superslime Edition",Action Adventure
"Slime-san: Superslime Edition",Linear
"Quadrilateral Cowboy",Simulation
"Quadrilateral Cowboy",Virtual
"Quadrilateral Cowboy",Career
"Kingdoms of Amalur: Reckoning - The Legend of Dead Kel",Role-Playing
"Kingdoms of Amalur: Reckoning - The Legend of Dead Kel",Action RPG
"Kingdoms of Amalur: Reckoning - The Legend of Dead Kel",Action RPG
"The Sims 3: World Adventures",Simulation
"The Sims 3: World Adventures",Miscellaneous
"The Sims 3: World Adventures",Virtual Life
"The Sims 3: World Adventures",Virtual
"The Sims 3: World Adventures",Virtual Life
"Painkiller",Action
"Painkiller",Shooter
"Painkiller",Shooter
"Painkiller",First-Person
"Painkiller",Fantasy
"Painkiller",Fantasy
"Painkiller",Arcade
"Disgaea 5 Complete",Strategy
"Disgaea 5 Complete",Turn-Based
"Disgaea 5 Complete",Tactics
"WarioWare: Touched!",Miscellaneous
"WarioWare: Touched!",Puzzle
"WarioWare: Touched!",Puzzle
"WarioWare: Touched!",General
"WarioWare: Touched!",Puzzle
"WarioWare: Touched!",Party / Minigame
"WarioWare: Touched!",General
"Plants vs Zombies: Garden Warfare 2",General
"Plants vs Zombies: Garden Warfare 2",Action
"Plants vs Zombies: Garden Warfare 2",Shooter
"Plants vs Zombies: Garden Warfare 2",Third-Person
"Plants vs Zombies: Garden Warfare 2",Tactical
"NHL 2K6",Sports
"NHL 2K6",Traditional
"NHL 2K6",Ice Hockey
"NHL 2K6",Sim
"Torchlight",Role-Playing
"Torchlight",Action RPG
"Torchlight",Action RPG
"Warhammer: Vermintide 2",Action
"Warhammer: Vermintide 2",Shooter
"Warhammer: Vermintide 2",First-Person
"Warhammer: Vermintide 2",Arcade
"Danganronpa V3: Killing Harmony",Action
"Danganronpa V3: Killing Harmony",General
"Danganronpa V3: Killing Harmony",Adventure
"Danganronpa V3: Killing Harmony",Visual Novel
"Bomberman Ultra",Miscellaneous
"Bomberman Ultra",Puzzle
"Bomberman Ultra",Puzzle
"Bomberman Ultra",General
"Bomberman Ultra",Puzzle
"Bomberman Ultra",General
"Growlanser Generations",Role-Playing
"Growlanser Generations",General
"Airborne Assault: Highway to the Reich",Strategy
"Airborne Assault: Highway to the Reich",Real-Time
"Airborne Assault: Highway to the Reich",Wargame
"Airborne Assault: Highway to the Reich",Real-Time
"Airborne Assault: Highway to the Reich",General
"NCAA March Madness 2004",Sports
"NCAA March Madness 2004",Traditional
"NCAA March Madness 2004",Basketball
"NCAA March Madness 2004",Sim
"Nancy Drew: Danger on Deception Island",Adventure
"Nancy Drew: Danger on Deception Island",3D
"Nancy Drew: Danger on Deception Island",First-Person
"Nancy Drew: Danger on Deception Island",Modern
"Nancy Drew: Danger on Deception Island",Modern
"Doom",Action
"Doom",Shooter
"Doom",First-Person
"Doom",Sci-Fi
"NASCAR Heat 2002",Driving
"NASCAR Heat 2002",Racing
"NASCAR Heat 2002",Stock Car
"Shadowrun: Hong Kong",Role-Playing
"Shadowrun: Hong Kong",Western-Style
"Fieldrunners",Strategy
"Fieldrunners",Real-Time
"Fieldrunners",General
"Fieldrunners",General
"Fieldrunners",Defense
"Kirby: Planet Robobot",Action
"Kirby: Planet Robobot",Platformer
"Kirby: Planet Robobot",2D
"War Thunder",Action
"War Thunder",Simulation
"War Thunder",Flight
"War Thunder",Flight
"War Thunder",Vehicle
"War Thunder",Combat
"Race Driver 2006",Driving
"Race Driver 2006",Racing
"Race Driver 2006",Simulation
"Race Driver 2006",General
"Race Driver 2006",General
"Race Driver 2006",Automobile
"Renegade Ops",Action
"Renegade Ops",General
"Renegade Ops",General
"Renegade Ops",Shooter
"Renegade Ops",Shoot-'Em-Up
"Renegade Ops",Top-Down
"Where is My Heart?",Action
"Where is My Heart?",Platformer
"Where is My Heart?",Platformer
"Where is My Heart?",2D
"Where is My Heart?",2D
"Saints Row",Action Adventure
"Saints Row",Modern
"Saints Row",Modern
"Saints Row",Open-World
"Hitman - Episode 6: Hokkaido",Action Adventure
"Hitman - Episode 6: Hokkaido",General
"Art Academy: Lessons for Everyone",Miscellaneous
"Art Academy: Lessons for Everyone",Edutainment
"Art Academy: Lessons for Everyone",Edutainment
"Lumines II",Miscellaneous
"Lumines II",Puzzle
"Lumines II",Puzzle
"Lumines II",General
"Lumines II",Puzzle
"Lumines II",Matching
"Lumines II",General
"Splatoon",Fantasy
"Splatoon",Action
"Splatoon",Shooter
"Splatoon",Third-Person
"Splatoon",Arcade
"Supreme Commander: Forged Alliance",Strategy
"Supreme Commander: Forged Alliance",Real-Time
"Supreme Commander: Forged Alliance",Sci-Fi
"Supreme Commander: Forged Alliance",Sci-Fi
"Supreme Commander: Forged Alliance",General
"Supreme Commander: Forged Alliance",Command
"Drill Dozer",Action
"Drill Dozer",Platformer
"Drill Dozer",2D
"Super One More Jump",Action
"Super One More Jump",Platformer
"Super One More Jump",2D
"Oxenfree",Action Adventure
"Oxenfree",Adventure
"Oxenfree",General
"Sunless Sea",Sci-Fi
"Sunless Sea",Action Adventure
"Sunless Sea",General
"The Walking Dead: Season Two Episode 3 - In Harm's Way",General
"The Walking Dead: Season Two Episode 3 - In Harm's Way",Action
"The Walking Dead: Season Two Episode 3 - In Harm's Way",Adventure
"The Walking Dead: Season Two Episode 3 - In Harm's Way",General
"The Walking Dead: Season Two Episode 3 - In Harm's Way",Point-and-Click
"Duke Nukem Advance",Action
"Duke Nukem Advance",Shooter
"Duke Nukem Advance",First-Person
"Duke Nukem Advance",Sci-Fi
"Marvel Heroes 2015",Role-Playing
"Marvel Heroes 2015",Massively Multiplayer Online
"Marvel Heroes 2015",Massively Multiplayer
"Marvel Heroes 2015",Sci-Fi
"Football Manager 2016",Sports
"Football Manager 2016",Team
"Football Manager 2016",Soccer
"Football Manager 2016",Management
"Tearaway Unfolded",Action Adventure
"Tearaway Unfolded",Adventure
"Tearaway Unfolded",General
"Tearaway Unfolded",Fantasy
"Trackmania Turbo",Racing
"Trackmania Turbo",Arcade
"Trackmania Turbo",Automobile
"Ratchet: Deadlocked",Action
"Ratchet: Deadlocked",Shooter
"Ratchet: Deadlocked",Third-Person
"Ratchet: Deadlocked",Sci-Fi
"Phantom Brave",Strategy
"Phantom Brave",Turn-Based
"Phantom Brave",Fantasy
"LEGO Star Wars II: The Original Trilogy",Action Adventure
"LEGO Star Wars II: The Original Trilogy",Sci-Fi
"LEGO Star Wars II: The Original Trilogy",Sci-Fi
"LEGO Star Wars II: The Original Trilogy",General
"VVVVVV",Action
"VVVVVV",Platformer
"VVVVVV",Platformer
"VVVVVV",2D
"VVVVVV",2D
"Monster Hunter Freedom Unite",Role-Playing
"Monster Hunter Freedom Unite",Action RPG
"Monster Hunter Freedom Unite",Action RPG
"Hellblade: Senua's Sacrifice",Fantasy
"Hellblade: Senua's Sacrifice",Action Adventure
"Hellblade: Senua's Sacrifice",General
"The Sims 4: Seasons",Simulation
"The Sims 4: Seasons",Virtual
"The Sims 4: Seasons",Virtual Life
"Teslagrad",Action
"Teslagrad",Platformer
"Teslagrad",2D
"Call of Duty: Black Ops III",Action
"Call of Duty: Black Ops III",Shooter
"Call of Duty: Black Ops III",First-Person
"Call of Duty: Black Ops III",Arcade
"Darksiders II",Action Adventure
"Darksiders II",Modern
"Darksiders II",Fantasy
"Darksiders II",Fantasy
"Darksiders II",Open-World
"Z.H.P. Unlosing Ranger vs Darkdeath Evilman",Role-Playing
"Z.H.P. Unlosing Ranger vs Darkdeath Evilman",General
"Z.H.P. Unlosing Ranger vs Darkdeath Evilman",General
"NBA 2K7",Sports
"NBA 2K7",Traditional
"NBA 2K7",Basketball
"NBA 2K7",Sim
"Saints Row 2",Action Adventure
"Saints Row 2",Modern
"Saints Row 2",Modern
"Saints Row 2",Open-World
"Tom Clancy's Rainbow Six Vegas 2",Action
"Tom Clancy's Rainbow Six Vegas 2",Shooter
"Tom Clancy's Rainbow Six Vegas 2",Shooter
"Tom Clancy's Rainbow Six Vegas 2",First-Person
"Tom Clancy's Rainbow Six Vegas 2",Tactical
"Tom Clancy's Rainbow Six Vegas 2",Modern
"Tom Clancy's Rainbow Six Vegas 2",Modern
"Overcooked! 2",Action
"Overcooked! 2",Arcade
"Resident Evil 5: Lost in Nightmares",Action Adventure
"Resident Evil 5: Lost in Nightmares",Horror
"Resident Evil 5: Lost in Nightmares",Horror
"Resident Evil 5: Lost in Nightmares",Survival
"Mario & Luigi: Superstar Saga + Bowser's Minions",Role-Playing
"Mario & Luigi: Superstar Saga + Bowser's Minions",Japanese-Style
"Wolfenstein: The New Order",General
"Wolfenstein: The New Order",Action
"Wolfenstein: The New Order",Shooter
"Wolfenstein: The New Order",First-Person
"Wolfenstein: The New Order",Historic
"Wolfenstein: The New Order",Arcade
"Fallout: New Vegas - Old World Blues",Role-Playing
"Fallout: New Vegas - Old World Blues",First-Person
"Fallout: New Vegas - Old World Blues",First-Person
"Fallout: New Vegas - Old World Blues",Western-Style
"Super Mega Baseball 2",Sports
"Super Mega Baseball 2",Baseball
"Super Mega Baseball 2",Arcade
"Super Mega Baseball 2",Team
"Mega Man Anniversary Collection",Miscellaneous
"Mega Man Anniversary Collection",Compilation
"The Sims Bustin' Out",Miscellaneous
"The Sims Bustin' Out",Virtual Life
"Mortal Kombat: Deadly Alliance",Action
"Mortal Kombat: Deadly Alliance",Fighting
"Mortal Kombat: Deadly Alliance",3D
"Medal of Honor Frontline",Action
"Medal of Honor Frontline",Shooter
"Medal of Honor Frontline",First-Person
"Medal of Honor Frontline",Historic
"NHL Hitz 20-03",Sports
"NHL Hitz 20-03",Traditional
"NHL Hitz 20-03",Ice Hockey
"NHL Hitz 20-03",Arcade
"Star Wars: Jedi Starfighter",Simulation
"Star Wars: Jedi Starfighter",Sci-Fi
"Star Wars: Jedi Starfighter",Small Spaceship
"FIFA Soccer 2002",Sports
"FIFA Soccer 2002",Traditional
"FIFA Soccer 2002",Soccer
"FIFA Soccer 2002",Sim
"TimeSplitters",Action
"TimeSplitters",Shooter
"TimeSplitters",First-Person
"TimeSplitters",Sci-Fi
"Downwell",Action
"Downwell",General
"From Dust",Strategy
"From Dust",Adventure
"From Dust",General
"From Dust",General
"From Dust",General
"Phoenix Wright: Ace Attorney - Dual Destinies",Adventure
"Phoenix Wright: Ace Attorney - Dual Destinies",General
"Phoenix Wright: Ace Attorney - Dual Destinies",General
"Phoenix Wright: Ace Attorney - Dual Destinies",Visual Novel
"Lone Survivor",Action Adventure
"Lone Survivor",Horror
"Lone Survivor",Horror
"Lone Survivor",Survival
"NCAA Football 08",Sports
"NCAA Football 08",Traditional
"NCAA Football 08",Team
"NCAA Football 08",Football
"NCAA Football 08",Sim
"NCAA Football 08",Sim
"Deus Ex: Mankind Divided - A Criminal Past",Action Adventure
"Deus Ex: Mankind Divided - A Criminal Past",General
"Call of Duty: Advanced Warfare",Action
"Call of Duty: Advanced Warfare",Shooter
"Call of Duty: Advanced Warfare",First-Person
"Call of Duty: Advanced Warfare",Modern
"Call of Duty: Advanced Warfare",Arcade
"Capcom Classics Collection",Miscellaneous
"Capcom Classics Collection",Compilation
"Rising Storm 2: Vietnam",Action
"Rising Storm 2: Vietnam",Shooter
"Rising Storm 2: Vietnam",First-Person
"Rising Storm 2: Vietnam",Tactical
"Alien: Isolation",Action Adventure
"Alien: Isolation",Sci-Fi
"Alien: Isolation",General
"Alien: Isolation",Survival
"Phantom Dust",Action
"Phantom Dust",Shooter
"Phantom Dust",Third-Person
"Phantom Dust",Sci-Fi
"The Witcher",Role-Playing
"The Witcher",Action RPG
"The Witcher",Action RPG
"Phoenix Wright: Ace Attorney Trilogy",Miscellaneous
"Phoenix Wright: Ace Attorney Trilogy",Compilation
"Kentucky Route Zero - Act I",Adventure
"Kentucky Route Zero - Act I",General
"Kentucky Route Zero - Act I",General
"Call of Duty: Black Ops II",Action
"Call of Duty: Black Ops II",Shooter
"Call of Duty: Black Ops II",Shooter
"Call of Duty: Black Ops II",First-Person
"Call of Duty: Black Ops II",Historic
"Call of Duty: Black Ops II",Modern
"Call of Duty: Black Ops II",Arcade
"Lone Survivor: The Director's Cut",Action Adventure
"Lone Survivor: The Director's Cut",Horror
"Lone Survivor: The Director's Cut",Horror
"Lone Survivor: The Director's Cut",Survival
"Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective",Miscellaneous
"Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective",Adventure
"Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective",General
"Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective",Compilation
"Dishonored: The Brigmore Witches",Action Adventure
"Dishonored: The Brigmore Witches",Modern
"Dishonored: The Brigmore Witches",General
"Dishonored: The Brigmore Witches",Modern
"Life is Strange: Episode 3 - Chaos Theory",Action Adventure
"Life is Strange: Episode 3 - Chaos Theory",General
"Virtua Fighter 5 Final Showdown",Action
"Virtua Fighter 5 Final Showdown",Fighting
"Virtua Fighter 5 Final Showdown",Fighting
"Virtua Fighter 5 Final Showdown",3D
"Virtua Fighter 5 Final Showdown",3D
"Life is Strange: Before the Storm - Episode 3: Hell is Empty",Action Adventure
"Life is Strange: Before the Storm - Episode 3: Hell is Empty",General
"Mega Man Zero 2",Action
"Mega Man Zero 2",Platformer
"Mega Man Zero 2",2D
"Major League Baseball 2K5",Sports
"Major League Baseball 2K5",Traditional
"Major League Baseball 2K5",Baseball
"Major League Baseball 2K5",Sim
"FAST Racing NEO",Driving
"FAST Racing NEO",Racing
"FAST Racing NEO",Arcade
"FAST Racing NEO",Futuristic
"Gunslugs",Action
"Gunslugs",General
"Jade Empire: Special Edition",Role-Playing
"Jade Empire: Special Edition",Action RPG
"Jade Empire: Special Edition",Action RPG
"Sensible World of Soccer",Sports
"Sensible World of Soccer",Traditional
"Sensible World of Soccer",Team
"Sensible World of Soccer",Soccer
"Sensible World of Soccer",Sim
"Sensible World of Soccer",Sim
"Fortnite",Action
"Fortnite",General
"Fortnite",General
"Fortnite",Shooter
"Fortnite",Third-Person
"Fortnite",Tactical
"Mighty Milky Way",Miscellaneous
"Mighty Milky Way",Puzzle
"Mighty Milky Way",Action
"Mighty Milky Way",Puzzle
"Mighty Milky Way",Action
"Shift 2: Unleashed",Driving
"Shift 2: Unleashed",Racing
"Shift 2: Unleashed",Simulation
"Shift 2: Unleashed",GT / Street
"Shift 2: Unleashed",GT / Street
"Shift 2: Unleashed",Automobile
"NFL Street",Sports
"NFL Street",Traditional
"NFL Street",Football
"NFL Street",Arcade
"Time Crisis 3",Action
"Time Crisis 3",Shooter
"Time Crisis 3",Light Gun
"Pro Race Driver",Driving
"Pro Race Driver",Racing
"Pro Race Driver",GT / Street
"Time Crisis II",Action
"Time Crisis II",Shooter
"Time Crisis II",Light Gun
"SWAT 3: Elite Edition",Action
"SWAT 3: Elite Edition",Shooter
"SWAT 3: Elite Edition",Shooter
"SWAT 3: Elite Edition",First-Person
"SWAT 3: Elite Edition",Tactical
"SWAT 3: Elite Edition",Modern
"Asheron's Call",Role-Playing
"Asheron's Call",Massively Multiplayer Online
"Asheron's Call",Massively Multiplayer
"Asheron's Call",Fantasy
"Brave Fencer Musashi",Role-Playing
"Brave Fencer Musashi",Action RPG
"Trauma Center: Under the Knife",Action
"Trauma Center: Under the Knife",Simulation
"Trauma Center: Under the Knife",General
"Trauma Center: Under the Knife",General
"Trauma Center: Under the Knife",Virtual
"Trauma Center: Under the Knife",Career
"Sakura Wars: So Long, My Love",Strategy
"Sakura Wars: So Long, My Love",Turn-Based
"Sakura Wars: So Long, My Love",Fantasy
"Mario Golf: Toadstool Tour",Sports
"Mario Golf: Toadstool Tour",Traditional
"Mario Golf: Toadstool Tour",Golf
"Mario Golf: Toadstool Tour",Arcade
"Cities: Skylines - PlayStation 4 Edition",Strategy
"Cities: Skylines - PlayStation 4 Edition",Management
"Cities: Skylines - PlayStation 4 Edition",Government
"Unravel",Action
"Unravel",Platformer
"Unravel",2D
"page not found",no genre
"Midnight Club II",Driving
"Midnight Club II",Racing
"Midnight Club II",Simulation
"Midnight Club II",GT / Street
"Midnight Club II",GT / Street
"Midnight Club II",Automobile
"Chessmaster 10th Edition",Miscellaneous
"Chessmaster 10th Edition",Board Games
"Chessmaster 10th Edition",Board Games
"Hitman: Blood Money",Action Adventure
"Hitman: Blood Money",Modern
"VOEZ",Action
"VOEZ",Rhythm
"VOEZ",Music
"Fire Emblem: Shadow Dragon",Strategy
"Fire Emblem: Shadow Dragon",Turn-Based
"Fire Emblem: Shadow Dragon",Fantasy
"Fire Emblem: Shadow Dragon",Fantasy
"Fire Emblem: Shadow Dragon",Tactics
"Age of Empires III",Strategy
"Age of Empires III",Real-Time
"Age of Empires III",Historic
"Age of Empires III",Historic
"Age of Empires III",Command
"Tales of Monkey Island Chapter 5: Rise of the Pirate God",Adventure
"Tales of Monkey Island Chapter 5: Rise of the Pirate God",General
"Tales of Monkey Island Chapter 5: Rise of the Pirate God",3D
"Tales of Monkey Island Chapter 5: Rise of the Pirate God",Fantasy
"Tales of Monkey Island Chapter 5: Rise of the Pirate God",Third-Person
"Tales of Monkey Island Chapter 5: Rise of the Pirate God",Fantasy
"Castlevania: Lords of Shadow Ultimate Edition",Action Adventure
"Castlevania: Lords of Shadow Ultimate Edition",Fantasy
"Castlevania: Lords of Shadow Ultimate Edition",General
"Castlevania: Lords of Shadow Ultimate Edition",Fantasy
"Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free",Miscellaneous
"Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free",Adventure
"Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free",General
"Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free",Compilation
"Toy Soldiers: Cold War",Strategy
"Toy Soldiers: Cold War",Real-Time
"Toy Soldiers: Cold War",Wargame
"Toy Soldiers: Cold War",Real-Time
"Toy Soldiers: Cold War",General
"Bloodstained: Curse of the Moon",Action Adventure
"Bloodstained: Curse of the Moon",Open-World
"The Elder Scrolls V: Skyrim VR",Role-Playing
"The Elder Scrolls V: Skyrim VR",Western-Style
"The Cat Lady",Adventure
"The Cat Lady",General
"The Cat Lady",General
"Assassin's Creed",Action Adventure
"Assassin's Creed",Historic
"Assassin's Creed",Historic
"Assassin's Creed",Open-World
"Guitar Hero Live",Action
"Guitar Hero Live",Rhythm
"Guitar Hero Live",Music
"Skylanders SuperChargers",Action
"Skylanders SuperChargers",Platformer
"Skylanders SuperChargers",3D
"ilomilo",Miscellaneous
"ilomilo",Puzzle
"ilomilo",Action
"ilomilo",General
"ilomilo",Puzzle
"ilomilo",Puzzle
"ilomilo",Action
"Vessel",Action
"Vessel",Platformer
"Vessel",Platformer
"Vessel",2D
"Vessel",2D
"Dawn of Discovery",Simulation
"Dawn of Discovery",Strategy
"Dawn of Discovery",Real-Time
"Dawn of Discovery",General
"Dawn of Discovery",General
"Dawn of Discovery",Historic
"Captain Toad: Treasure Tracker",Action
"Captain Toad: Treasure Tracker",Platformer
"Captain Toad: Treasure Tracker",3D
"Metro 2033",Action
"Metro 2033",Shooter
"Metro 2033",Shooter
"Metro 2033",First-Person
"Metro 2033",Sci-Fi
"Metro 2033",Sci-Fi
"Metro 2033",Arcade
"College Hoops 2K7",Sports
"College Hoops 2K7",Traditional
"College Hoops 2K7",Team
"College Hoops 2K7",Basketball
"College Hoops 2K7",Sim
"College Hoops 2K7",Sim
"Fire Emblem Echoes: Shadows of Valentia",Strategy
"Fire Emblem Echoes: Shadows of Valentia",Turn-Based
"Fire Emblem Echoes: Shadows of Valentia",Tactics
"Phoenix Wright: Ace Attorney",Adventure
"Phoenix Wright: Ace Attorney",First-Person
"Phoenix Wright: Ace Attorney",Visual Novel
"Phoenix Wright: Ace Attorney",Modern
"Phoenix Wright: Ace Attorney",Modern
"Life is Strange: Episode 5 - Polarized",Action Adventure
"Life is Strange: Episode 5 - Polarized",General
"NBA Jam: On Fire Edition",Sports
"NBA Jam: On Fire Edition",Traditional
"NBA Jam: On Fire Edition",Team
"NBA Jam: On Fire Edition",Basketball
"NBA Jam: On Fire Edition",Arcade
"NBA Jam: On Fire Edition",Arcade
"Mario & Luigi: Dream Team",Role-Playing
"Mario & Luigi: Dream Team",Console-style RPG
"Mario & Luigi: Dream Team",Console-style RPG
"Mario & Luigi: Dream Team",Japanese-Style
"Uno",Miscellaneous
"Uno",Board Games
"Uno",Board Games
"Uno",Board / Card Game
"SteamWorld Heist",Strategy
"SteamWorld Heist",Turn-Based
"SteamWorld Heist",General
"OutRun 2006: Coast 2 Coast",Driving
"OutRun 2006: Coast 2 Coast",Racing
"OutRun 2006: Coast 2 Coast",Arcade
"OutRun 2006: Coast 2 Coast",Arcade
"OutRun 2006: Coast 2 Coast",Automobile
"Peter Jackson's King Kong: The Official Game of the Movie",Action Adventure
"Peter Jackson's King Kong: The Official Game of the Movie",Modern
"echochrome",Miscellaneous
"echochrome",Puzzle
"echochrome",Action
"echochrome",Puzzle
"echochrome",General
"echochrome",General
"Blur",Driving
"Blur",Racing
"Blur",Arcade
"Blur",Arcade
"Blur",Automobile
"LEGO Batman 2: DC Super Heroes",Action Adventure
"LEGO Batman 2: DC Super Heroes",Modern
"LEGO Batman 2: DC Super Heroes",General
"LEGO Batman 2: DC Super Heroes",Modern
"Helldivers",Shooter
"Helldivers",Sci-Fi
"Helldivers",Sci-Fi
"Helldivers",Action
"Helldivers",Shooter
"Helldivers",Third-Person
"Helldivers",Arcade
"Mega Man Anniversary Collection",Action
"Mega Man Anniversary Collection",Platformer
"Mega Man Anniversary Collection",2D
"The Sims Bustin' Out",Miscellaneous
"The Sims Bustin' Out",Virtual Life
"Empires: Dawn of the Modern World",Strategy
"Empires: Dawn of the Modern World",Real-Time
"Empires: Dawn of the Modern World",Historic
"Empires: Dawn of the Modern World",General
"Empires: Dawn of the Modern World",Historic
"Chessmaster 9000",Miscellaneous
"Chessmaster 9000",Board Games
"Chessmaster 9000",Board Games
"Chessmaster 9000",Board / Card Game
"Gothic",Role-Playing
"Gothic",General
"Gothic",General
"Arcanum: Of Steamworks and Magick Obscura",Role-Playing
"Arcanum: Of Steamworks and Magick Obscura",PC-style RPG
"Arcanum: Of Steamworks and Magick Obscura",PC-style RPG
"Arcanum: Of Steamworks and Magick Obscura",Western-Style
"NASCAR Heat",Driving
"NASCAR Heat",Racing
"NASCAR Heat",Simulation
"NASCAR Heat",Stock Car
"NASCAR Heat",Stock Car
"NASCAR Heat",Automobile
"Professor Layton and the Azran Legacy",General
"Professor Layton and the Azran Legacy",Logic
"Professor Layton and the Azran Legacy",Puzzle
"Professor Layton and the Azran Legacy",Miscellaneous
"Professor Layton and the Azran Legacy",Puzzle
"Professor Layton and the Azran Legacy",General
"Company of Heroes 2: Ardennes Assault",Strategy
"Company of Heroes 2: Ardennes Assault",Real-Time
